id_cliente,nombre_cliente,producto,cupo_preaprobado,fecha_solicitud
101118,HAMAS,Unikat,35000000.00,2024-05-29
101037,Camila Adriana Valencia Vargas,Unikat,4500000,2024/05/21 00:00:00
100982,Verónica Sánchez Romero,Harina P.A.N. Blanca,,2024-05-26
103618,,Avena Molida,3000000 COP,2024-05-29
103031,Diego Santiago Chávez Hernández,Avena Quaker,2500000,2024-05-17
100688,Ricardo Gabriel Jaramillo Suárez,Avena Quaker sin Gluten,"$ 4,500,000",05-27-2024
100467,Mateo Arias Suárez,Arena Unikat,1500000,05-28-2024
102125,Mariana Laura Torres García,Unikat,20000000 COP,2024-05-21
100342,Lucía Rojas Valencia,Donkan,20000000,2024/05/04 00:00:00
100180,Andrés Valentina Pérez Arias,Harina P.A.N. Blanca,"$ 5,000,000",2024/05/06 00:00:00
100462,Juliana Adriana Ortiz Ramírez,Harina Pancho,1500000.00,2024-05-29
102533,Fernando López Ospina,Donkat,10000000.00,05-27-2024
102651,Adriana Santiago López Martínez,,5000000,2024-05-27
101010,Carlos Jorge Mejía Díaz,Arena Unikat,15000000 COP,03.05.2024
101871,Natalia Hernández Rojas,Donkan,35000000,2024-05-14
100117,,Donkan,7500000,19/05/2024
101779,Juliana Sofía Suárez Valencia,Harina P.A.N. Blanca,12500000,2024-05-21
100018,Sofía Juliana González Hernández,Avena Quaker sin Gluten,4500000.00,2024-05-08
102535,Juan Camilo Moreno Arias,Dogourmet,10000000,2024/05/01 00:00:00
100070,Paula Ospina Navarro,Unikat,$7500000,2024-05-26
101191,"LUKASHENKO, Aleksandr",Harina Pancho,10000000,05/05/2024
103500,Fernando Camilo Rodríguez Ramírez,Avena Quaker sin Gluten,7500000.00,02/05/2024
101377,Jorge Romero Gutiérrez,Harina Pancho,,16.05.2024
103773,Alejandro Valencia Arias,Dogourmet,"$ 7,500,000",11/05/2024
102294,Joaquin Guzman Loera 'El Chapo',Arena Unikat,"$ 7,500,000",2024-05-24
101355,"CABELLO RONDON, Diosdado",Arena Unikat,$15000000,14/05/2024
103165,Ana Mejía Hernández,Harina Pancho,$3000000,19.05.2024
100856,Claudia Lucía Hernández Díaz,Avena Molida,10000000,2024/05/22 00:00:00
101102,Ana Ortiz Jiménez,Harina P.A.N. Blanca,12500000,2024-05-18
102926,,,3000000,
102896,,Avena Quaker,35000000 COP,28/05/2024
100288,Alejandro Mendoza Arias,Avena Quaker sin Gluten,"$ 3,000,000",2024-05-24
103238,Adriana Rodríguez Navarro,Avena Quaker,,2024-05-14
102135,Verónica Valentina Valencia Torres,Harina Pancho,35000000,2024/05/12 00:00:00
100419,Valentina Adriana López Mendoza,Arena Unikat,20000000,03.05.2024
102066,Ana Valentina Ortiz Martínez,Donkan,5000000,05-17-2024
100222,Jong-Un Kim,Dogourmet,"$ 3,000,000",05-21-2024
101930,Alex Nain Saab Moran,Avena en Hojuelas,15000000,05-06-2024
100984,"PURI, Genaro",Donkat,"$ 12,500,000",2024/05/24 00:00:00
101401,Diego Diego Gutiérrez Arias,Unikat,10000000,2024-05-12
103301,Ana Sánchez Jiménez,Arena Unikat,5000000,25.05.2024
100572,"ZAHHAR, Mahmoud Khaled",Donkat,20000000,11/05/2024
102201,Mahmoud Khaled Zahhar,Avena Molida,3000000,2024-05-08
102682,José García Silva,Avena en Hojuelas,7500000,2024-05-26
101025,"AL-ZAZA, Ziad",Harina P.A.N. Blanca,10000000,26/05/2024
101252,Fernando Gonzalo Sánchez Silva,Avena en Hojuelas,12500000,2024/05/04 00:00:00
101856,Mateo Gabriel Chávez Ramírez,Arena Unikat,20000000,2024-05-02
100687,Lucía Javier Díaz Moreno,Dogourmet,1500000,24.05.2024
100658,Adriana Diego Ospina Sánchez,Donkan,15000000,09/05/2024
101573,José Ricardo Moreno Pérez,Dogourmet,,03.05.2024
101222,Claudia Navarro Mendoza,Donkat,"$ 5,000,000",2024-05-05
101241,Juan Romero Díaz,Harina Pancho,15000000,18/05/2024
102453,Carlos Adriana Jaramillo Mejía,Dogourmet,"$ 7,500,000",2024/05/04 00:00:00
100586,Mariana Jorge Restrepo Mejía,Dogourmet,7500000 COP,2024-05-24
101890,Juan Silva García,Unikat,$1500000,2024-05-16
101694,Lucía Gutiérrez González,Harina P.A.N. Amarilla,"$ 4,500,000",01.05.2024
101433,Andrés José Suárez Rojas,,$7500000,2024-05-16
102006,Adriana Valentina Ramírez Navarro,Dogourmet,15000000,
101468,Lucía Esteban García Moreno,Arena Unikat,12500000,11/05/2024
102292,Mateo Arias Arias,Avena Molida,5000000 COP,2024-05-19
101399,Gabriel Arias Gómez,,7500000,23/05/2024
100769,Luis Jiménez Arias,Harina Pancho,3000000,2024/05/12 00:00:00
102430,,Harina Pancho,2500000 COP,21.05.2024
102266,Mariana Ricardo Suárez Mejía,Avena Quaker sin Gluten,15000000,25.05.2024
100239,Mateo José Restrepo Ortiz,Donkan,3000000,2024-05-02
100739,Diosdado Cabello Rondon,,"$ 20,000,000",2024-05-14
100549,China Aerospace Science & Tech Corp,Unikat,5000000,30.05.2024
101599,"KIM, Jong Un",Avena Quaker,"$ 2,500,000",05-03-2024
102733,Lucía Rodríguez Romero,Donkan,$4500000,01/05/2024
100049,Tareck Zaidan El Aissami,Donkat,4500000,2024-05-16
103138,Verónica Esteban Mendoza Díaz,,15000000,2024-05-03
101920,Carlos María Morales Díaz,Avena Quaker,1500000,2024-05-05
103064,Mariana Suárez Morales,Donkan,"$ 3,000,000",
100994,José Torres Gómez,,"$ 1,500,000",2024/05/14 00:00:00
102302,Alejandro Mateo Ramírez García,Donkan,4500000 COP,05-31-2024
100384,CHINA AEROSPACE SCIENCE AND TECHNOLOGY CORPORATION,Dogourmet,3000000.00,03/05/2024
101576,Juan Sofía Navarro Restrepo,Donkat,4500000,2024/05/24 00:00:00
103477,Camila Gabriel Díaz Arias,Donkan,20000000.00,2024-05-11
102503,Bashar Al Assad,Harina P.A.N. Blanca,"$ 3,000,000",2024-05-20
102729,Jorge Sofía Moreno Castro,Arena Unikat,"$ 2,500,000",05.05.2024
101849,Andrés Mariana Jiménez Arias,Harina P.A.N. Amarilla,20000000.00,02.05.2024
102275,Gabriel Navarro Ospina,Harina P.A.N. Blanca,"$ 12,500,000",05.05.2024
102050,Alejandro Mendoza García,Donkan,"$ 3,000,000",2024/05/20 00:00:00
103724,Diosdado Cabello Rondon,Harina P.A.N. Blanca,2500000,
101638,Mateo Pérez Gutiérrez,Arena Unikat,2500000,12/05/2024
100444,Andrés Santiago Ramírez Suárez,,35000000,09.05.2024
102377,Juan Andrés Silva Chávez,Avena Quaker sin Gluten,"$ 4,500,000",24.05.2024
102956,Gonzalo Mateo Navarro García,Avena Quaker,15000000.00,2024-05-14
102950,María José Romero Moreno,Donkat,12500000.00,2024/05/05 00:00:00
103783,Natalia Valentina Suárez Gómez,Harina P.A.N. Amarilla,"$ 20,000,000",2024-05-03
101678,Mateo Hernández Ortiz,Harina P.A.N. Blanca,15000000,2024/05/02 00:00:00
102255,Carlos Juan Ortiz Morales,Avena en Hojuelas,2500000 COP,
100900,Lucía Jaramillo Restrepo,Unikat,3000000 COP,05-07-2024
102061,Joaquin Guzman Loera 'El Chapo',Avena Quaker,10000000,2024-05-16
103299,Carlos Hernández Mejía,,4500000.00,16/05/2024
101607,,Avena Quaker sin Gluten,20000000,31.05.2024
102943,Lucía Juliana Mejía Gutiérrez,Dogourmet,"$ 1,500,000",2024/05/17 00:00:00
100869,Diana Díaz Jiménez,Harina P.A.N. Amarilla,3000000 COP,2024-05-26
103184,Mateo Rojas Mejía,Avena en Hojuelas,"$ 1,500,000",2024-05-19
103479,"ABU TEIR, Mohammed",Harina P.A.N. Amarilla,5000000,2024-05-27
103641,Carlos García Martínez,Harina P.A.N. Blanca,12500000,2024/05/17 00:00:00
101159,Mariana Jorge Silva Mejía,Avena Quaker,"$ 10,000,000",
100439,María Claudia González Morales,Avena Molida,15000000,19/05/2024
100587,"SAAB MORAN, Alex Nain",,4500000 COP,2024-05-12
100424,Juliana Camila Moreno García,Harina P.A.N. Amarilla,"$ 20,000,000",07.05.2024
103382,Carlos Santiago Mendoza García,Harina Pancho,7500000.00,05-20-2024
102284,María Jorge Ramírez Gutiérrez,Avena en Hojuelas,"$ 12,500,000",15/05/2024
103662,Daniela Camilo Hernández García,Avena Quaker,5000000,05-07-2024
101188,Javier Juliana Ospina Mendoza,Dogourmet,,2024-05-17
100659,Alex Nain Saab Moran,Arena Unikat,"$ 20,000,000",05-21-2024
100992,Mariana Camila Suárez Suárez,Avena en Hojuelas,$3000000,2024-05-16
103378,José Diana Ortiz Ortiz,Harina P.A.N. Amarilla,$2500000,17/05/2024
102428,Mariana Mariana Mejía García,Harina Pancho,35000000.00,2024-05-20
100241,"SAAB MORAN, Alex Nain",Harina Pancho,15000000 COP,2024-05-15
102783,María Vargas Gutiérrez,Harina P.A.N. Blanca,4500000,13/05/2024
102713,Diana Santiago Rojas Jaramillo,,10000000,2024/05/25 00:00:00
101154,"AL-ZAZA, Ziad",Avena Molida,10000000,05-09-2024
101295,"ZAMBADA GARCIA, Ismael",Avena Quaker,12500000,06/05/2024
100571,Ricardo Camilo Torres Hernández,Arena Unikat,"$ 10,000,000",05-31-2024
103354,Diana Natalia González González,Harina P.A.N. Amarilla,"$ 7,500,000",2024/05/16 00:00:00
101752,Juliana Luis Hernández Ospina,Avena Quaker sin Gluten,10000000,05-02-2024
103075,HAMAS,Avena en Hojuelas,1500000 COP,2024-05-18
101325,Luis Jorge Chávez Restrepo,Arena Unikat,1500000,2024-05-16
101543,Ana Silva Moreno,Avena Quaker,$4500000,25/05/2024
102554,Ismael Zambada Garcia,Donkan,3000000,11/05/2024
101648,Gonzalo Alejandro Jaramillo Ramírez,Avena Quaker,15000000.00,
101546,Claudia Felipe Ospina Pérez,Harina P.A.N. Amarilla,35000000.00,22/05/2024
102375,Ziad Al Zaza,Unikat,5000000,24.05.2024
102668,Sofía Juan Morales Moreno,Avena Quaker sin Gluten,,15.05.2024
100732,Mateo Valentina Sánchez Torres,Arena Unikat,20000000 COP,03.05.2024
103551,Camila Jorge Ramírez Gómez,Donkat,3000000,05-22-2024
101507,,Avena Quaker sin Gluten,$2500000,2024-05-20
103136,Camilo Gabriel Pérez Chávez,Harina P.A.N. Blanca,$1500000,12/05/2024
102068,,Harina Pancho,10000000,05-11-2024
101475,Carlos Valencia Suárez,Unikat,2500000,26/05/2024
100244,Andrés Torres Romero,Avena en Hojuelas,10000000,18/05/2024
101795,Daniela Morales Silva,Donkat,"$ 1,500,000",17.05.2024
102229,Camila Díaz Romero,Unikat,3000000.00,05-26-2024
100319,Diego Sofía Navarro Morales,Donkat,4500000,05-28-2024
100965,Laura Esteban Torres Gómez,Avena Quaker,10000000,02/05/2024
101774,Verónica Pérez Pérez,Avena Quaker,$5000000,2024-05-23
102921,María González Martínez,Arena Unikat,2500000,08.05.2024
100296,Felipe Natalia Hernández Silva,,,11/05/2024
103128,Daniela Moreno García,Harina P.A.N. Amarilla,35000000,10/05/2024
102994,"AL-ZAZA, Ziad",Donkat,"$ 1,500,000",
101811,Carlos Rodríguez González,Avena Quaker sin Gluten,"$ 20,000,000",07/05/2024
101136,,Harina P.A.N. Amarilla,1500000,21/05/2024
101763,Gonzalo Jorge Torres García,Donkan,,05-30-2024
103171,Tareck Zaidan El Aissami,Avena en Hojuelas,,09.05.2024
103096,Carlos Luis Gómez Ospina,Harina Pancho,20000000.00,
101820,Juan Juan Restrepo Restrepo,Harina P.A.N. Amarilla,5000000.00,2024/05/08 00:00:00
102354,Diana José Chávez Ospina,Donkan,7500000,2024-05-26
100023,Santiago Vargas Díaz,Harina Pancho,15000000 COP,29/05/2024
100453,Camila Moreno Ramírez,Unikat,10000000.00,2024/05/04 00:00:00
100680,Jong-Un Kim,Donkan,$1500000,2024-05-25
103634,Andrés García Ortiz,Avena Molida,5000000,08.05.2024
101026,Santiago Díaz Mejía,Avena Molida,$10000000,2024/05/26 00:00:00
101973,Adriana Fernando Martínez Ortiz,Dogourmet,10000000,05-07-2024
100920,Felipe Paula Rodríguez Castro,Harina P.A.N. Blanca,15000000,09.05.2024
103326,Mateo Andrés López Hernández,Harina P.A.N. Blanca,7500000 COP,
103425,Adriana Laura Jiménez Rodríguez,Donkan,2500000.00,2024-05-30
101036,Laura Martínez Jaramillo,Avena Quaker sin Gluten,5000000,2024-05-23
101931,"AL-SHANTI, Jamileh Abdullah",Harina P.A.N. Amarilla,12500000 COP,28.05.2024
101460,"GUZMAN LOERA, Joaquin",Donkat,"$ 15,000,000",05-17-2024
101961,Camilo Mejía Morales,Avena Quaker sin Gluten,5000000.00,13/05/2024
100897,"MADURO MOROS, Nicolas",Donkat,"$ 10,000,000",2024-05-25
102286,,Harina P.A.N. Amarilla,15000000,14/05/2024
101456,Nicolas Maduro Moros,Harina Pancho,"$ 15,000,000",
102379,"EL AISSAMI MADDAH, Tareck Zaidan",Avena Quaker,7500000,2024-05-01
102825,Alejandro Mariana Romero Ramírez,Donkat,10000000.00,05-31-2024
101750,CHINA AEROSPACE SCIENCE AND TECHNOLOGY CORPORATION,Avena Quaker,10000000,03/05/2024
101017,,Donkan,4500000,2024-05-29
100856,Adriana Ortiz Gómez,Avena Molida,7500000,2024-05-12
100740,Esteban Moreno Castro,,$15000000,2024-05-29
103423,Juan Chávez Mejía,Arena Unikat,5000000,2024-05-11
102358,Mariana María Rojas López,Donkat,12500000.00,2024-05-20
100954,Daniela Alejandro Jaramillo Valencia,Avena Molida,10000000,2024-05-30
100086,Joaquin Guzman Loera 'El Chapo',Donkan,12500000,29/05/2024
103319,Laura Camilo Rodríguez Mendoza,Harina P.A.N. Amarilla,35000000,2024-05-29
103297,,Harina P.A.N. Amarilla,35000000.00,26/05/2024
101311,,Avena en Hojuelas,12500000,2024-05-14
102277,Diana Jiménez Valencia,Arena Unikat,10000000,2024-05-30
103314,Miguel A. Treviño Morales,Unikat,3000000.00,05-03-2024
100680,,Unikat,15000000.00,28/05/2024
100105,Santiago García Navarro,,,05-24-2024
100252,,Arena Unikat,5000000,29/05/2024
101509,"TREVIÑO MORALES, Miguel Angel",Avena Molida,10000000 COP,01/05/2024
103418,"SANCHEZ CEREN, Salvador",Avena Quaker sin Gluten,5000000.00,
100148,,Unikat,7500000,2024-05-05
103176,Diana Restrepo Silva,Harina P.A.N. Blanca,"$ 12,500,000",20/05/2024
100630,Camilo Camila Jiménez Silva,Unikat,"$ 4,500,000",2024/05/09 00:00:00
102824,Felipe Natalia Sánchez Jaramillo,Avena Quaker,10000000,2024/05/27 00:00:00
102731,Mariana Natalia Ospina Gutiérrez,Unikat,2500000 COP,27.05.2024
101452,Nicolas Maduro Moros,Dogourmet,20000000,05-14-2024
103145,Diana Valentina Navarro Gómez,Dogourmet,2500000,2024-05-30
103787,"ZAHHAR, Mahmoud Khaled",Harina Pancho,7500000,2024-05-26
101904,Valentina Mateo Navarro Mejía,Donkan,3000000,01/05/2024
101761,Mariana Diego González Valencia,Avena Quaker,7500000,28.05.2024
100862,Diego Rodríguez Mendoza,Avena en Hojuelas,15000000.00,2024/05/16 00:00:00
100141,,Harina Pancho,,2024-05-31
101117,Jorge Gonzalo Silva Arias,Unikat,3000000,
102793,Diego Adriana Díaz López,Avena Quaker,10000000.00,05-13-2024
100134,"CARO QUINTERO, Rafael",Dogourmet,3000000,2024-05-03
103566,"SANCHEZ CEREN, Salvador",Unikat,4500000,2024-05-05
101783,Ana Lucía Suárez Valencia,Donkat,7500000,2024-05-01
102315,Camila Sánchez Arias,,4500000,2024-05-23
102269,Lucía Diego Gómez Romero,Harina P.A.N. Amarilla,4500000 COP,2024-05-17
103177,Jorge Ortiz Suárez,Unikat,,05-30-2024
101674,Paula Romero Ramírez,Harina P.A.N. Amarilla,7500000,2024-05-15
102551,Natalia Carlos Romero Díaz,Donkan,1500000.00,18/05/2024
102759,Fernando Castro Jiménez,Avena Molida,$20000000,05-31-2024
103580,Camila Gonzalo Navarro Torres,Donkat,4500000,2024-05-01
101976,Alejandro Luis Romero Pérez,Avena Molida,"$ 12,500,000",
100274,Javier Patricia Jiménez Morales,Harina Pancho,$12500000,09.05.2024
101733,,Arena Unikat,3000000,2024-05-31
101310,Esteban Suárez García,Harina Pancho,"$ 10,000,000",2024-05-08
103698,Joaquin Guzman Loera 'El Chapo',Unikat,"$ 1,500,000",
102387,Laura González Díaz,Arena Unikat,12500000,18/05/2024
102462,"AL-ASSAD, Bashar",Dogourmet,5000000,25.05.2024
103088,Diana Esteban Sánchez Mejía,Avena Molida,4500000,01/05/2024
102219,"LUKASHENKO, Aleksandr",Avena Molida,$20000000,2024/05/11 00:00:00
100065,Adriana Sánchez Rojas,Avena Quaker,4500000,2024-05-27
102908,Diana Ana Jiménez Suárez,Avena Quaker,7500000 COP,17.05.2024
100398,María Laura Gutiérrez García,Donkat,10000000.00,2024-05-14
100658,Jamileh Abdullah Al-Shanti,Avena Quaker sin Gluten,10000000 COP,27/05/2024
101624,Adriana Moreno Castro,Harina Pancho,1500000,2024-05-26
101592,Patricia Gonzalo García Vargas,Harina P.A.N. Blanca,20000000,2024-05-08
102029,Patricia Natalia Arias Moreno,Arena Unikat,"$ 2,500,000",13/05/2024
102353,Adriana Sofía Rodríguez Mendoza,Avena Molida,$7500000,2024-05-10
101108,Esteban González Navarro,Donkan,1500000.00,2024/05/05 00:00:00
103469,,Avena Quaker,1500000,2024/05/05 00:00:00
101692,,Harina P.A.N. Amarilla,"$ 4,500,000",19/05/2024
102064,Natalia Gonzalo Navarro Sánchez,Arena Unikat,"$ 1,500,000",28/05/2024
101111,Ricardo María Ortiz Romero,Dogourmet,$5000000,05-22-2024
100062,Paula Adriana Sánchez Vargas,,20000000,05-13-2024
103318,Jong-Un Kim,Harina Pancho,12500000,
101394,Gabriel Vargas Jaramillo,Avena Quaker,5000000,05-07-2024
103707,Paula Javier López Díaz,Harina Pancho,15000000,
101722,"ABU TEIR, Mohammed",Harina Pancho,,2024/05/28 00:00:00
102705,Ziad Al Zaza,,5000000,08.05.2024
102544,Claudia Mendoza Gutiérrez,Harina P.A.N. Amarilla,"$ 1,500,000",2024/05/06 00:00:00
103509,Diana Lucía Restrepo Ospina,Avena Molida,35000000,14/05/2024
100325,Patricia Andrés Martínez González,Dogourmet,1500000,2024-05-18
103245,Diego Camila Navarro Rodríguez,Harina P.A.N. Amarilla,35000000.00,16.05.2024
100545,Paula Valentina Mendoza Torres,Donkan,4500000.00,05-31-2024
101474,Nicolas Maduro Moros,Unikat,12500000,06/05/2024
102696,Mariana Ana Díaz González,Avena en Hojuelas,$15000000,2024-05-06
102912,Fernando Lucía López Ortiz,Donkat,4500000.00,19.05.2024
103323,Juliana Adriana Silva Vargas,Harina P.A.N. Blanca,,2024/05/11 00:00:00
103083,Gabriel Silva Valencia,Unikat,$1500000,19.05.2024
100535,Gabriel Camila Jiménez Gutiérrez,Dogourmet,35000000,
103056,Mateo Javier Mendoza Arias,Unikat,35000000,22.05.2024
103576,Camilo Sofía Arias Pérez,Avena Quaker,20000000,2024-05-23
103065,Andrés Luis Sánchez Jiménez,Unikat,3000000,2024-05-21
101996,José Diego Morales Mejía,Avena Molida,10000000,2024-05-22
102781,Daniela Paula Mendoza Mejía,Unikat,20000000,05-16-2024
103231,Andrés Sánchez Rodríguez,Harina P.A.N. Blanca,"$ 2,500,000",06/05/2024
100351,Mateo Esteban Vargas Hernández,Donkan,12500000,2024-05-11
102590,María Esteban Valencia González,Arena Unikat,35000000 COP,05-01-2024
102585,"GUZMAN LOERA, Joaquin",Donkan,"$ 15,000,000",2024-05-29
101981,Diosdado Cabello Rondon,Dogourmet,35000000,
103342,Lucía Ramírez Silva,Avena en Hojuelas,,2024/05/31 00:00:00
102401,CHINA AEROSPACE SCIENCE AND TECHNOLOGY CORPORATION,Unikat,"$ 3,000,000",2024-05-03
100842,Joaquin Guzman Loera 'El Chapo',Avena Quaker,7500000,14/05/2024
101589,Javier Sofía Chávez Ramírez,Donkan,$15000000,2024-05-11
101051,Carlos Valencia Pérez,Harina P.A.N. Blanca,12500000 COP,05-03-2024
102704,Camila Juan Arias Pérez,,20000000,2024-05-27
100620,Mateo Verónica Rojas Jaramillo,Arena Unikat,2500000,2024/05/25 00:00:00
103205,Jorge Restrepo Gutiérrez,Arena Unikat,1500000,12.05.2024
102980,Natalia Natalia Hernández Valencia,Arena Unikat,10000000,11.05.2024
102672,José Verónica Vargas Ortiz,Avena Molida,,27/05/2024
100361,Mateo Luis Vargas Suárez,Avena Quaker sin Gluten,"$ 20,000,000",05-26-2024
103525,Gabriel Navarro Vargas,Unikat,7500000,
103640,María Luis Jiménez Navarro,,4500000 COP,05-02-2024
102912,Nicolas Maduro Moros,Harina P.A.N. Amarilla,1500000,03/05/2024
101893,"LUKASHENKO, Aleksandr",Arena Unikat,35000000,10.05.2024
103578,,Arena Unikat,"$ 12,500,000",05-22-2024
102378,Natalia Javier Díaz Hernández,Arena Unikat,15000000,15/05/2024
101221,,Avena en Hojuelas,20000000.00,2024-05-25
102840,"CABELLO RONDON, Diosdado",Avena Molida,20000000,05-25-2024
102882,"ZAMBADA GARCIA, Ismael",Avena en Hojuelas,3000000 COP,31/05/2024
102350,"MADURO MOROS, Nicolas",Avena Quaker,"$ 4,500,000",2024-05-27
101723,Esteban Valentina Jaramillo Chávez,Harina P.A.N. Blanca,3000000,14.05.2024
100342,Fernando Mejía Jaramillo,Arena Unikat,"$ 3,000,000",03/05/2024
100258,Rafael Caro-Quintero,Arena Unikat,20000000,14.05.2024
100901,Natalia Díaz Torres,Arena Unikat,7500000,
103210,Verónica Lucía Castro Gómez,Dogourmet,"$ 3,000,000",18.05.2024
102159,Jorge Paula Torres Valencia,Avena Molida,12500000,2024/05/24 00:00:00
102155,Mateo Díaz Arias,Dogourmet,$5000000,2024-05-16
103673,Natalia Ospina Torres,,4500000,2024/05/01 00:00:00
101447,"AL-ASSAD, Bashar",Arena Unikat,35000000,2024-05-18
103060,Gonzalo Ricardo Moreno Rodríguez,Dogourmet,7500000.00,2024-05-21
102435,Laura Arias Mejía,Unikat,5000000,2024-05-14
101543,Jong-Un Kim,Avena Quaker,"$ 10,000,000",10/05/2024
101132,Jorge Valencia Valencia,Arena Unikat,20000000,2024-05-08
102056,Felipe Restrepo Díaz,Harina P.A.N. Amarilla,20000000 COP,2024-05-12
100846,Ismael Zambada Garcia,Avena en Hojuelas,35000000,2024/05/10 00:00:00
100472,"CABELLO RONDON, Diosdado",Avena Molida,5000000,05-30-2024
100671,Andrés Juan Jaramillo Restrepo,Avena Molida,2500000,05-31-2024
102484,Mateo Hernández Sánchez,Avena en Hojuelas,2500000,10/05/2024
102146,Daniela Sofía Valencia Moreno,Unikat,5000000.00,05-20-2024
101074,Natalia Gabriel Sánchez Chávez,Avena Quaker sin Gluten,20000000 COP,2024/05/03 00:00:00
100741,Miguel A. Treviño Morales,Donkan,12500000,16/05/2024
100325,Diosdado Cabello Rondon,Harina Pancho,4500000.00,17/05/2024
101529,Luis José Jaramillo Jiménez,Unikat,$20000000,18.05.2024
103334,Diosdado Cabello Rondon,Avena Molida,1500000.00,2024/05/01 00:00:00
101794,,Avena Quaker,10000000,2024-05-12
101189,Luis Claudia Silva Vargas,Donkat,$3000000,2024/05/24 00:00:00
100771,"MADURO MOROS, Nicolas",Avena Molida,4500000,2024/05/29 00:00:00
103593,Mateo Castro Romero,Avena Quaker,,2024-05-16
102063,,Harina Pancho,2500000.00,2024-05-30
103187,Verónica Gonzalo Jaramillo Torres,Arena Unikat,12500000 COP,
102379,Ana Javier Ospina Ortiz,Dogourmet,"$ 15,000,000",28/05/2024
100045,Juan Verónica Hernández Jiménez,Harina P.A.N. Blanca,35000000.00,2024/05/09 00:00:00
102810,Mariana Esteban Díaz Rodríguez,Harina P.A.N. Amarilla,1500000 COP,2024-05-20
101657,Nicolas Maduro Moros,Donkan,3000000,2024-05-06
103022,Juan Silva Pérez,Donkan,10000000,03/05/2024
102935,,Avena Molida,15000000,2024/05/02 00:00:00
103132,Ricardo Jiménez Hernández,Avena Quaker,$15000000,2024-05-12
100136,Javier Morales Romero,Unikat,1500000,2024-05-26
101701,,Unikat,3000000,05/05/2024
103543,Gabriel Juan Vargas Jaramillo,Avena en Hojuelas,7500000,2024/05/19 00:00:00
100345,Felipe Díaz Silva,Avena Quaker,12500000,2024-05-08
100136,Valentina Camilo Romero Morales,Donkat,15000000,30/05/2024
101814,Lucía Camilo Sánchez Restrepo,Harina Pancho,4500000.00,2024-05-14
101838,Esteban Natalia Moreno Moreno,Avena Quaker,7500000,2024-05-26
101202,Mariana Andrés Moreno Gómez,Harina P.A.N. Blanca,3000000,27.05.2024
102165,Adriana Juan Hernández Hernández,Unikat,3000000,16/05/2024
101180,,Harina P.A.N. Amarilla,"$ 1,500,000",
100056,Ricardo Diana Navarro Suárez,Avena en Hojuelas,35000000,05-25-2024
102601,"TREVIÑO MORALES, Miguel Angel",Donkan,35000000,2024-05-14
100172,Juan Mariana Moreno López,Harina P.A.N. Blanca,5000000,2024-05-10
101663,Andrés Jaramillo Rodríguez,Avena Molida,"$ 20,000,000",05-30-2024
103027,Ricardo Alejandro Restrepo Moreno,Arena Unikat,$35000000,2024-05-31
101199,Esteban Morales Navarro,Unikat,$3000000,10/05/2024
101431,Laura Camilo Ortiz Gutiérrez,Harina P.A.N. Amarilla,$5000000,2024-05-22
102988,Mateo Gabriel López López,Harina P.A.N. Blanca,5000000,2024/05/19 00:00:00
102588,Juan Arias Mejía,Harina Pancho,7500000,05-01-2024
100301,Mariana Valencia Morales,Unikat,1500000 COP,2024/05/17 00:00:00
100941,Mateo Laura Ortiz Rodríguez,Dogourmet,15000000,2024-05-20
101494,China Aerospace Science & Tech Corp,Harina P.A.N. Blanca,,2024-05-11
100634,Felipe Ortiz Sánchez,Donkan,4500000,05/05/2024
102040,Mariana Díaz Moreno,Arena Unikat,35000000.00,
101909,Ana Adriana Valencia Sánchez,Avena Quaker,35000000,2024-05-25
101567,Lucía Rojas Vargas,Harina P.A.N. Amarilla,$5000000,2024-05-25
101363,HAMAS,Harina P.A.N. Blanca,5000000,04/05/2024
103025,Fernando Adriana Torres Arias,Avena Molida,"$ 5,000,000",2024-05-12
102436,Diana Diego López Chávez,Avena en Hojuelas,$12500000,2024-05-05
101819,Tareck Zaidan El Aissami,Avena Quaker,20000000,11.05.2024
101152,Camila Mateo Gómez Mejía,Dogourmet,35000000,2024-05-14
102841,,Harina P.A.N. Amarilla,4500000,2024-05-10
103347,Daniela Castro Torres,Donkat,,07/05/2024
101118,Natalia Gómez Moreno,Harina Pancho,35000000,2024/05/05 00:00:00
102651,Natalia Juliana Martínez Rojas,Avena en Hojuelas,"$ 3,000,000",2024-05-15
100770,"AL-ZAZA, Ziad",Avena Quaker,5000000,2024-05-22
101665,Verónica Laura Gutiérrez Torres,Unikat,3000000,2024-05-08
101779,,Avena Molida,7500000 COP,26/05/2024
103122,"ZAMBADA GARCIA, Ismael",Donkat,15000000 COP,21.05.2024
103225,Felipe Fernando Rojas Castro,Harina P.A.N. Amarilla,4500000,
100941,Esteban Patricia Gómez Jiménez,Donkat,35000000,05-15-2024
100130,Diosdado Cabello Rondon,Avena Quaker,2500000,29.05.2024
101238,Laura Carlos Jiménez Gutiérrez,Harina P.A.N. Blanca,4500000.00,2024-05-18
103258,Miguel A. Treviño Morales,Dogourmet,2500000.00,04/05/2024
102202,Carlos Restrepo Ramírez,Harina P.A.N. Blanca,$2500000,08/05/2024
101130,Natalia Luis Sánchez Moreno,Dogourmet,4500000.00,2024/05/18 00:00:00
102374,Gabriel Pérez Hernández,Harina P.A.N. Amarilla,"$ 1,500,000",25/05/2024
